	count	db	TCGA-AX-A1CI	TCGA-BK-A0CB	TCGA-AX-A1CF	TCGA-BK-A13C	TCGA-AX-A1CK
Prolactin signaling pathway	70	KEGG	10649.12710226835	11436.42432061337	12255.919234073512	13469.740789704216	9405.382986642995
Propanoate metabolism	32	KEGG	14469.671864402939	14460.288272417707	14065.292585616617	14374.903715398894	14262.682114175108
Prostate cancer	97	KEGG	13281.184510173114	14316.212457505735	13302.182907167326	14376.79108433631	13816.393700738192
Proteasome	45	KEGG	17168.74428906455	17787.09108987221	16175.899502530754	17378.379860413585	17573.88005461541
Protein digestion and absorption	90	KEGG	7714.954224972744	7844.477351724173	7500.231657188224	7393.776735823041	8834.256436934687
Protein export	23	KEGG	17160.209891133243	16899.882316219715	16996.275700438695	17171.23784882386	17215.285097850654
Protein processing in endoplasmic reticulum	165	KEGG	16007.242557529991	16229.76281609134	15685.908635317744	16244.665553105404	15877.669569451748
Proteoglycans in cancer	203	KEGG	13496.494117511906	14016.713340307486	13442.70345788183	14229.33439562344	13344.466381122322
Proximal tubule bicarbonate reclamation	23	KEGG	11452.341887036235	10912.35263630983	12149.002331843747	10160.654610280986	11563.508418458594
Purine metabolism	175	KEGG	13262.22069663596	15605.591632404283	13085.450832764409	15479.627576348956	13362.728838582832
Pyrimidine metabolism	102	KEGG	14552.245561648824	15505.424933058048	14152.658591760617	15674.315150020599	14697.04111768346
Pyruvate metabolism	39	KEGG	13176.968397186718	13618.634650610955	13427.403790320692	13658.875879292438	13631.671408185386
RIG-I-like receptor signaling pathway	70	KEGG	2637.530979161612	4610.059412929496	3092.1202772460115	5467.938807971398	7664.689160777091
RNA degradation	79	KEGG	14646.975487624035	14415.93538781933	14589.06062097845	14654.366388181052	14635.882464293005
RNA polymerase	32	KEGG	15784.956282679428	15977.057167104676	15980.429657634886	16126.487412012066	15681.242479205826
RNA transport	171	KEGG	14672.865164288536	14481.63963766405	14709.150769748576	14660.124000120839	14687.159707988734
Rap1 signaling pathway	206	KEGG	11665.27931209964	9317.621604323018	12040.41768266018	12735.552692659066	11597.531443265088
Ras signaling pathway	232	KEGG	10534.467574901619	7833.999023319456	12177.028146157174	12029.591002005014	11883.452319513373
Regulation of actin cytoskeleton	208	KEGG	12326.673433130129	12101.010016366694	12505.955954539133	13243.686669933972	12119.679126566154
Regulation of lipolysis in adipocytes	54	KEGG	9067.063700829178	8786.920541480706	9634.097028600072	12374.642628042731	10527.027067127823
Relaxin signaling pathway	130	KEGG	11236.200291925523	13622.41683332364	12339.028787284458	13653.379782132079	12358.009021306863
Renal cell carcinoma	69	KEGG	15627.81339600303	16165.906297820646	15452.791712435917	16274.851680936044	15785.002339226636
Renin secretion	65	KEGG	10959.952454733715	10724.9513763214	11077.728006319367	11330.039964232647	10530.79493428742
Renin-angiotensin system	23	KEGG	8179.661216535817	10173.870882379219	7705.033490089974	11696.506906941288	7673.31039339216
Retinol metabolism	65	KEGG	4311.149461916914	5291.812817134577	4866.7067664517235	4792.6607469103665	5650.647065592996
Retrograde endocannabinoid signaling	148	KEGG	10467.271238610563	10751.098576963754	10557.724580533279	12113.9350165134	10104.256994418822
Rheumatoid arthritis	90	KEGG	9504.09535530458	11345.254102450108	10767.002690452588	11318.4371385618	11793.101350063285
Riboflavin metabolism	8	KEGG	14560.14115165606	15339.243039240358	14668.821816053129	15549.300824911666	15289.325767269547
Ribosome	154	KEGG	18528.945503498533	18400.568546038154	18673.11450291714	18497.990115898272	18638.479233098093
Ribosome biogenesis in eukaryotes	103	KEGG	15072.119440231227	15134.637895474225	15022.985527933817	14930.53729050084	14974.19535420365
SNARE interactions in vesicular transport	34	KEGG	14876.414183359862	15405.782133232677	14893.338398048027	15343.56517062245	15051.896686578017
Salivary secretion	90	KEGG	9200.452926577804	2394.591322547351	9123.258926759778	6445.019514888557	8485.284991877657
Salmonella infection	86	KEGG	13705.275170831548	13860.333513673057	13795.655937496742	13985.133769422908	13974.172917360349
Selenocompound metabolism	17	KEGG	13706.027840295728	14120.021231925515	14008.543179154169	14594.156494872443	13566.981517049708
Serotonergic synapse	113	KEGG	7059.991413605913	6941.723409698964	7508.954359717189	6159.295505879909	7221.6676850599
Shigellosis	65	KEGG	15274.355148040206	16166.497410386946	15559.117941119643	16344.68919785652	15693.195364928539
Signaling pathways regulating pluripotency of stem cells	139	KEGG	13016.963904757195	12507.670793491568	13896.649538133272	13091.048385791371	13575.206289754013
Small cell lung cancer	93	KEGG	14995.881859004434	14059.326330981898	14465.991636081979	13916.176249017592	14007.92843400186
Sphingolipid metabolism	47	KEGG	14753.725921363768	15806.519294939893	12871.05686762351	13645.803393222486	15114.545901495541
Sphingolipid signaling pathway	118	KEGG	13701.016349258081	14275.819446214804	13705.148065008225	14518.681482815673	13772.163395660324
Spliceosome	134	KEGG	16811.09654616043	16652.21785307387	16914.777117770096	16917.21428540661	16702.961449586073
Staphylococcus aureus infection	56	KEGG	12562.484042399277	12655.185594861381	12818.171229994214	10940.19942988492	13686.923944928518
Starch and sucrose metabolism	36	KEGG	9136.733945562482	10057.961735225752	9702.690332072938	8492.55366898626	11263.433254087266
Steroid biosynthesis	19	KEGG	12994.878657595009	13186.232080123558	13240.204808612167	13316.731071855243	13451.18653338521
Steroid hormone biosynthesis	59	KEGG	7280.431596144168	4951.112149043899	4886.630300696744	4781.9808124706915	6473.3363661803
Sulfur metabolism	10	KEGG	15932.586370285804	16093.813174865682	15831.277134736696	16020.007332688749	16298.566175405065
Sulfur relay system	8	KEGG	15103.556804019456	15003.182078015792	15630.67661943588	15033.367869141091	15017.61930524495
Synaptic vesicle cycle	63	KEGG	9944.328065251684	9009.38773890397	9399.31266096385	10985.025229964174	9062.54659571143
Synthesis and degradation of ketone bodies	10	KEGG	13259.98534398951	10922.3478426086	13275.523718391949	12960.400847942077	11424.748518400129
Systemic lupus erythematosus	133	KEGG	6889.548278449921	7385.383394934727	7042.083691886473	7635.059288325038	6945.655585771183
T cell receptor signaling pathway	103	KEGG	12449.066948973463	12499.40167384941	12569.029503307418	12938.706712360683	13248.77433240553
TGF-beta signaling pathway	84	KEGG	12125.847721853972	13152.142869577856	12222.61373545178	13320.855762818219	12023.880486408776
TNF signaling pathway	108	KEGG	13097.291243184229	13746.799240676672	13124.312251685476	13721.015605261098	13378.750385835769
Taste transduction	83	KEGG	7604.539295912912	5809.2513239723185	7213.002947930552	7329.793157392089	6815.020038094582
Taurine and hypotaurine metabolism	11	KEGG	9801.889214871142	6661.920113936348	11467.36299045812	6811.44170271429	9671.630734682245
Terpenoid backbone biosynthesis	22	KEGG	15264.980749206727	15032.44442062373	15147.785714203637	15329.682568945156	14906.123134602018
Th1 and Th2 cell differentiation	92	KEGG	12304.344273414514	12750.446724069438	12439.902256356396	12618.051063752122	13214.033871941514
Th17 cell differentiation	107	KEGG	12456.551992751178	12620.304227587212	12408.83183304296	12703.86278488168	13300.498752226931
Thermogenesis	229	KEGG	14491.82093016745	14983.3545888662	14597.402462868262	15051.45011161714	14410.374405728046
Thiamine metabolism	16	KEGG	10871.28468081003	11190.393420808581	10832.82956886115	11157.788300598679	12644.808233242948
Thyroid cancer	37	KEGG	15948.63926581049	15237.522916231446	15923.752870679033	15400.17009413793	15575.492678487957
Thyroid hormone signaling pathway	116	KEGG	13872.727570901618	14624.715937286102	13737.842825616934	14674.950943307953	13457.82416322672
Thyroid hormone synthesis	74	KEGG	8799.14341111805	9576.565869244649	9145.08914716827	10397.124796651999	10033.952847611208
Tight junction	170	KEGG	12470.264844521884	12614.989133089743	12942.873763646137	12429.033423863664	12874.687831570436
Toll-like receptor signaling pathway	104	KEGG	6493.705956457482	10274.658357442851	6951.783327842334	10793.211522941707	10655.703084927178
Toxoplasmosis	113	KEGG	13412.89756545858	13845.394502798461	13410.83836837627	13921.148268068784	13949.099985182527
Transcriptional misregulation in cancer	186	KEGG	10899.606107480435	12388.917978484733	11601.617806792676	12787.630380237724	11254.493978053499
Tryptophan metabolism	40	KEGG	11002.7998167073	10363.059326014672	11066.581671300026	11825.811522080146	11186.993345622841
Tuberculosis	179	KEGG	8445.443590426561	12198.99310270587	10709.94723821243	11767.631973423342	12305.812554500419
Type I diabetes mellitus	43	KEGG	7114.451711069801	8520.711994478374	8924.958539493058	9273.663416426767	11257.885491897541
Type II diabetes mellitus	46	KEGG	10582.47929169011	9731.40960607644	12030.095159174465	10984.408521865415	10841.062944827327
Tyrosine metabolism	36	KEGG	10286.713772973553	4973.470577085488	10218.99189306505	9005.613866832282	9122.21417647696
Ubiquinone and other terpenoid-quinone biosynthesis	11	KEGG	13452.282674562224	13845.859857281017	13362.64404689875	13553.116036724756	13725.376993563119
Ubiquitin mediated proteolysis	137	KEGG	15178.4309923404	15616.6431536743	14879.852398138619	15783.56069179039	15000.634378947083
VEGF signaling pathway	59	KEGG	13291.538501319581	14426.461680462013	13371.37042532991	14302.903757412178	13451.507258896887
Valine, leucine and isoleucine biosynthesis	4	KEGG	12843.358296748627	10355.156269666959	13254.936200810444	11427.285834427063	12838.25036101467
Valine, leucine and isoleucine degradation	48	KEGG	15263.575446802934	14660.474321941296	15183.01919192844	15137.057570742938	15108.940714341878
Vascular smooth muscle contraction	121	KEGG	10029.694561348666	10919.108053570946	11059.796526315544	11962.507071624406	10819.219053993898
Vasopressin-regulated water reabsorption	44	KEGG	14041.131036474831	14669.46384299392	6159.81301100644	14623.231063372383	13657.978668931415
Vibrio cholerae infection	50	KEGG	12639.220942044254	14643.060715809303	14351.127820295425	14818.758496992332	15024.27008510153
Viral carcinogenesis	201	KEGG	13046.54755499448	13282.302744763629	13082.933063358367	12837.529152494331	12975.801090729445
Viral myocarditis	59	KEGG	14503.676945093974	14559.716096083219	14574.612980265902	14951.805765570896	15269.287940270573
Vitamin B6 metabolism	6	KEGG	14435.040832850598	12807.124180372863	14274.946596343887	12760.069989721876	13091.229237513322
Vitamin digestion and absorption	24	KEGG	10521.481877015842	9592.252986260828	11624.002761445161	10711.353576759917	9836.770761399845
Wnt signaling pathway	143	KEGG	12589.003635374262	12638.067714500869	12852.522714651363	12970.906524922073	12298.618341068315
alpha-Linolenic acid metabolism	25	KEGG	9275.854488638104	8248.907794401146	5767.62151108067	6928.898232819146	8405.624939362042
beta-Alanine metabolism	31	KEGG	12646.039728414835	11088.854484212154	12186.996035778444	11570.386760799656	12658.537838317958
cAMP signaling pathway	198	KEGG	9666.281405244272	7644.928558451804	9426.993472880471	9266.275018095805	8814.860956649256
cGMP-PKG signaling pathway	163	KEGG	11352.040567564864	12573.5626162346	11703.375122732023	12011.601616472475	11490.6646022396
mRNA surveillance pathway	91	KEGG	14277.19712594019	14298.002232157052	14309.957819718611	14456.551300530291	14359.126542564976
mTOR signaling pathway	151	KEGG	11422.814896654303	13457.67041468352	13359.650659994455	13558.290544012516	13455.583678694395
p53 signaling pathway	68	KEGG	13980.545921172623	12950.672722808518	13773.268751708194	13397.285144962789	14084.758047915433
