	count	db	TCGA-AX-A1CI	TCGA-BK-A0CB	TCGA-AX-A1CF	TCGA-BK-A13C	TCGA-AX-A1CK
Phenylalanine, tyrosine and tryptophan biosynthesis	5	KEGG	1.711242706317969	1.50034839916021	1.9255211331312079	1.3816592889363317	2.2272827041125254
Phosphatidylinositol signaling system	99	KEGG	1.3170796054405163	1.4027515344747756	1.269772698033373	1.4613030590655078	1.3236299117102461
Phospholipase D signaling pathway	146	KEGG	1.1721739801321558	1.4668155833233913	1.1798385432157137	1.5583207817889817	1.1152424762683597
Phosphonate and phosphinate metabolism	6	KEGG	2.3053833123825287	1.8576236403227908	1.8425662375570688	2.094975044697284	1.8882251587737884
Phototransduction	28	KEGG	4.693594504970257	3.741578004463132	2.6492952888163877	4.076758031330972	3.033587471074074
Platelet activation	123	KEGG	1.3751262459616171	2.866144354716718	1.2291315123007105	3.1394079277146	1.2279070097684874
Platinum drug resistance	73	KEGG	1.4723974271667886	1.7376524275629344	1.453905682308271	1.6286372422676683	1.5014931463487342
Porphyrin and chlorophyll metabolism	42	KEGG	0.8950057937390848	0.8953776909106408	0.9541906239003582	0.9200804738475677	1.0277937330113975
Primary bile acid biosynthesis	17	KEGG	1.0286116179418894	1.0593241647350564	1.068377036856846	0.9979443692420086	1.0526063089724058
Primary immunodeficiency	37	KEGG	0.9932829475797489	1.0081447985042522	1.0895782606596036	0.9918144257578159	1.1455813222306455
Prion diseases	35	KEGG	3.2712496432394653	6.786679622717007	3.7479386288357683	5.045183246984041	4.755198305589172
Progesterone-mediated oocyte maturation	99	KEGG	1.2180442681021317	1.5389974598849976	1.2367293400411987	1.4710474531826774	1.2431072869939905
Prolactin signaling pathway	70	KEGG	1.5228274276819338	2.1697992282303216	1.550074612057939	2.0267740918819834	1.5834444784793653
Propanoate metabolism	32	KEGG	1.8114277058620067	1.8395142201628774	1.9161586750463555	1.7746534025566054	1.6929938666323148
Prostate cancer	97	KEGG	1.750251486798167	1.7487580843718167	1.9513921913113104	1.8211612642437665	1.5471043144191443
Proteasome	45	KEGG	5.024901636031947	5.891234735676143	4.521542846113713	6.60534098497406	6.0436821425819165
Protein digestion and absorption	90	KEGG	1.0537678964925639	7.718437240535793	1.1896659002155683	3.9843578637661135	1.0494459106054432
Protein export	23	KEGG	3.44132436281057	2.970389217101641	2.9823505131962658	3.327101948785352	3.4225628453526817
Protein processing in endoplasmic reticulum	165	KEGG	3.2269035722577395	2.5523895435954174	2.601908596271652	2.5338137271444015	2.6935898976486667
Proteoglycans in cancer	203	KEGG	1.2605659696296836	2.2414628046193594	1.2764724195134174	2.127472944986995	1.522319993329507
Proximal tubule bicarbonate reclamation	23	KEGG	1.406407251009128	1.6142183277198512	1.438546980282596	2.6778801669096715	1.489598129505996
Purine metabolism	175	KEGG	1.2835088455860704	1.3165057461330936	1.3340748000677325	1.4373801725616053	1.3139052524989263
Pyrimidine metabolism	102	KEGG	1.4603065127112544	1.5718669785232302	1.5378827886216404	1.6781148831873933	1.5449414923148483
Pyruvate metabolism	39	KEGG	1.6897215790074107	2.070331941892411	1.7714705816844294	1.8369820826616146	1.8169891043998605
RIG-I-like receptor signaling pathway	70	KEGG	1.1374669843251461	1.3352400265008688	1.2280954062340157	1.287368390776625	1.233608802906646
RNA degradation	79	KEGG	1.9044814524075542	1.8489306267756254	1.700141780902352	1.8372878425265466	1.729285379700233
RNA polymerase	32	KEGG	1.9133492088437227	1.9456218640298315	2.399333794377174	1.9715444190800508	1.7691378282889578
RNA transport	171	KEGG	1.9094359091466264	1.854641526042104	1.8925913187455277	1.8167216500548922	1.8069821231420653
Rap1 signaling pathway	206	KEGG	1.2073035359317696	1.3359159238209515	1.2052512087533211	1.3432192557982943	1.2030652306138758
Ras signaling pathway	232	KEGG	1.1291408954780946	1.3930935154965873	1.1161978744222045	1.4966091250956057	1.1217820986338767
Regulation of actin cytoskeleton	208	KEGG	2.633548779962689	2.025753863738364	2.366608319746164	2.13030671129112	2.9276130369417435
Regulation of lipolysis in adipocytes	54	KEGG	1.2971974243117075	1.5323654241989035	1.4107187687825564	1.52763220277612	1.3958893745440033
Relaxin signaling pathway	130	KEGG	1.3665036150495335	1.9708654781084882	1.3416401355869167	1.9288078354404752	1.3316540360457096
Renal cell carcinoma	69	KEGG	1.7601813437023128	2.719734807209671	1.859290432926676	2.49440303580033	2.0654260006666214
Renin secretion	65	KEGG	4.683220952736392	4.107043676156557	2.5744235580470773	3.604318269184551	2.634077254853144
Renin-angiotensin system	23	KEGG	1.0403750710585071	1.1837270672970974	1.0653279750199987	1.2264659962438067	1.1108571684790038
Retinol metabolism	65	KEGG	0.8233351442130386	0.7220290060254007	0.8195440891613149	0.8063838692848339	0.7082697472311755
Retrograde endocannabinoid signaling	148	KEGG	2.8009282516392027	2.1415194734322647	2.7560577396417814	2.708671078831395	3.125705182351136
Rheumatoid arthritis	90	KEGG	2.5482308575775185	2.649592241790384	2.74358121494558	2.2913902425600865	4.7907852116976954
Riboflavin metabolism	8	KEGG	1.8195330146504243	2.4284088552509338	1.8456719786222622	2.130672904278882	2.188135174033719
Ribosome	154	KEGG	103.55837451364624	56.83315491271107	112.91033342652946	70.63529040919038	98.53244493405225
Ribosome biogenesis in eukaryotes	103	KEGG	1.9915725135316942	1.7939070649640583	1.961572971836952	1.8926200266333553	1.7245309816570535
SNARE interactions in vesicular transport	34	KEGG	1.6368740500232188	1.8088147804943235	1.5721827509702326	1.8698034876138752	1.750071247858262
Salivary secretion	90	KEGG	2.181652534435137	3.0275451292461355	1.4119709514112926	2.8131323468299465	1.557798121641509
Salmonella infection	86	KEGG	3.3658597294701815	4.637977811730052	3.1446072260797986	4.695075367128773	3.6069475590736637
Selenocompound metabolism	17	KEGG	1.5572246102173226	1.5480595849497085	1.4721128207469145	1.575213686860381	1.561289966129217
Serotonergic synapse	113	KEGG	1.7753241592691935	2.407445954126489	1.4076267278064387	2.1586560124117153	1.2967478147154905
Shigellosis	65	KEGG	1.70202526488373	2.7175861882720436	1.7850306702976912	2.9120909289241297	1.8877070708149288
Signaling pathways regulating pluripotency of stem cells	139	KEGG	1.1052643197051337	1.1967858242617155	1.1042639699738568	1.287987755253216	1.0753542112033487
Small cell lung cancer	93	KEGG	1.3962704948383124	1.574285273755813	1.3874389559040392	1.388642495145193	1.3705144226375676
Sphingolipid metabolism	47	KEGG	1.480751304652085	1.2631018441267496	1.423038802781111	1.2885426887208604	1.3809742974906705
Sphingolipid signaling pathway	118	KEGG	1.3962533823187901	1.6348884453101238	1.4922570579376575	1.762678964799863	1.4927222915812497
Spliceosome	134	KEGG	2.2606985425457937	2.2152693805806947	2.4569734745986183	2.949227704073531	2.3995372364914713
Staphylococcus aureus infection	56	KEGG	3.3434104250287833	1.9883632545265215	3.8017795399275154	4.426012884764805	11.404061676766748
Starch and sucrose metabolism	36	KEGG	1.2106990081574078	1.7361735679571033	1.1608281118355732	1.4689185672091336	1.3296404905167967
Steroid biosynthesis	19	KEGG	1.8792505105652453	1.217526434639567	1.5622733389873886	1.1942190323958284	1.5545437660451278
Steroid hormone biosynthesis	59	KEGG	0.7097148474347053	0.6877547780399558	0.6979912079468312	0.7360804251351633	0.6913652906280255
Sulfur metabolism	10	KEGG	2.795835474305004	2.791538084405529	2.5046856800540414	2.487001414450383	2.688105473791466
Sulfur relay system	8	KEGG	2.0253999663011015	1.872880333791792	2.2679971330476816	1.9069163881024513	2.2925400159148652
Synaptic vesicle cycle	63	KEGG	2.868090939512078	2.7395601481149114	2.845797531065856	2.4803103571915823	2.781349971802532
Synthesis and degradation of ketone bodies	10	KEGG	1.6216445136347766	1.447591430763365	1.5940871798473513	1.4094593339727834	1.4792615558490154
Systemic lupus erythematosus	133	KEGG	2.9125265138019762	3.747065969013128	2.749983699176251	5.44661499239519	4.480019451748659
T cell receptor signaling pathway	103	KEGG	1.2739941663449221	1.2079221422717	1.240150529521004	1.2505143086043524	1.444506002822696
TGF-beta signaling pathway	84	KEGG	1.6332595248769932	1.680561616409037	1.9022174070890516	1.6460796628538041	1.3856650493535596
TNF signaling pathway	108	KEGG	1.3261907496666778	1.4183163001131716	1.3470313668233391	1.3431922463988684	1.3771042932574544
Taste transduction	83	KEGG	0.6116009041157355	0.6019297083726276	0.6076022608536319	0.6099566978811806	0.661249229928398
Taurine and hypotaurine metabolism	11	KEGG	0.9505364391122721	0.8748727127185667	0.9846741414072452	0.8807471580649039	0.9624620465567307
Terpenoid backbone biosynthesis	22	KEGG	1.9484606740204453	2.0218538392466505	1.955154216933137	1.842497855232388	1.9782319557110402
Th1 and Th2 cell differentiation	92	KEGG	1.2784988818154093	1.538911292780441	1.31048688281441	1.8626766640537202	1.6236831472762543
Th17 cell differentiation	107	KEGG	1.3542724703806408	1.6320838198169438	1.3446702751765742	1.8083674719899154	1.6177798344880847
Thermogenesis	229	KEGG	3.0149626288532505	2.397060344302516	3.415619693952329	2.3382378802507593	3.052276423032755
Thiamine metabolism	16	KEGG	2.091595832229049	1.2716250049012878	1.655544331366694	1.1121765826544743	1.8188131239819643
Thyroid cancer	37	KEGG	2.6470194044140625	2.860810538198638	2.9238098622258577	2.6655210546580803	4.497122626814323
Thyroid hormone signaling pathway	116	KEGG	1.566512623085047	2.0786405591019745	1.470019684104532	1.9208057579016167	1.4646149201059253
Thyroid hormone synthesis	74	KEGG	3.442555984325682	3.1581886626286115	3.39893379115375	2.7176118513484093	3.5422084095042834
Tight junction	170	KEGG	3.856137635870522	3.6571158223013036	3.2660266281274857	3.882291293083452	3.5552582674879605
Toll-like receptor signaling pathway	104	KEGG	1.1303669626982602	1.257028406479516	1.1507088507542023	1.2038921059236853	1.1934528616515216
Toxoplasmosis	113	KEGG	1.3741765712453502	1.574089548846454	1.4285801448239963	1.5888614268009833	2.2705047192081094
Transcriptional misregulation in cancer	186	KEGG	1.4968387742471576	1.816428252356273	1.497927959620511	1.7282594326313818	1.4544082578106143
Tryptophan metabolism	40	KEGG	1.864864525446721	2.588118272437215	1.7078731373238953	2.4802135428038072	1.6359585209693348
Tuberculosis	179	KEGG	1.93056949259402	1.931067767898507	2.0518956441210334	1.977892535145929	3.033406935665886
Type I diabetes mellitus	43	KEGG	7.679512284362625	5.957245260522248	8.231406052058546	13.357254566315891	11.337829869410314
Type II diabetes mellitus	46	KEGG	1.0169328251374437	1.0853579415030976	1.0007970180112788	1.0727744614227048	1.0577321659273535
Tyrosine metabolism	36	KEGG	1.7412965508835656	2.3679384027528996	1.5390563597829423	4.56565241462595	1.4288380202561795
Ubiquinone and other terpenoid-quinone biosynthesis	11	KEGG	1.4303341573170127	1.6636174621563204	1.3854143948826696	1.5565888589161119	1.458186941670372
Ubiquitin mediated proteolysis	137	KEGG	1.8282921127407916	1.8346008488768781	1.6499751467174848	1.856031002968923	1.7322629697449188
VEGF signaling pathway	59	KEGG	1.443941153841155	1.9380810767031253	1.40943292578972	1.929407091276188	1.4495575414612716
Valine, leucine and isoleucine biosynthesis	4	KEGG	1.9500748984246432	1.416785572338804	1.8635264521011212	1.3575667029010363	1.6100406114981687
Valine, leucine and isoleucine degradation	48	KEGG	2.0018825649258303	1.7847602659246933	2.078982852867526	1.6317873923740305	1.8314989302431075
Vascular smooth muscle contraction	121	KEGG	2.976235744675769	4.270395391182251	2.770742826531021	4.340778739444464	2.8967911132428656
Vasopressin-regulated water reabsorption	44	KEGG	3.0593931257757885	4.845588926064625	3.3293125669271717	6.139842568964477	2.5422176263474077
Vibrio cholerae infection	50	KEGG	4.588316819142199	3.125035874933389	4.454348375995968	3.189355425702562	5.329656835177201
Viral carcinogenesis	201	KEGG	2.347232629360757	2.152048631169989	2.3172687436147648	2.592158723030165	2.3992880503036687
Viral myocarditis	59	KEGG	6.400748665241445	6.729511372330276	5.578994071789284	14.77526743554943	9.153610598217336
Vitamin B6 metabolism	6	KEGG	2.238885981140337	1.3570690361959	2.0243688188634277	1.4057399839211122	1.8776030723788233
Vitamin digestion and absorption	24	KEGG	0.9683519903581576	0.8813236194030999	0.97694041864947	0.83728923117455	0.8847872196084196
Wnt signaling pathway	143	KEGG	1.2453624396444272	1.457231130329035	1.237236297595749	1.2965805163868689	1.1651581559998607
alpha-Linolenic acid metabolism	25	KEGG	0.7639790703244146	0.8080230417039601	0.7884669863033599	0.7772810758008029	0.7842195605873568
beta-Alanine metabolism	31	KEGG	2.1498113656890645	2.577469932982169	2.0096131477615824	2.333411581837212	1.9168472520016744
cAMP signaling pathway	198	KEGG	1.8359953472570525	2.1717233654792065	1.829361355879859	2.380555712772089	1.791125280898908
cGMP-PKG signaling pathway	163	KEGG	2.418312601522646	2.6866183132719286	1.8677032428432052	2.3878968760548407	2.4377563635356827
mRNA surveillance pathway	91	KEGG	1.6905245514570653	1.7470282923956493	1.5688160489503689	1.7069827300417102	1.598818707809129
mTOR signaling pathway	151	KEGG	1.3433841291200008	1.4191096521272937	1.3235580477285949	1.4188087655173225	1.3095679764796402
p53 signaling pathway	68	KEGG	1.3240767562638889	1.3137962711287186	1.3067751724190113	1.3339236610232965	1.448519898337611
