	count	db	TCGA-AX-A1CI	TCGA-BK-A0CB	TCGA-AX-A1CF	TCGA-BK-A13C	TCGA-AX-A1CK
Progesterone-mediated oocyte maturation	99	KEGG	15323.943734320992	8142.785002535058	15049.970342886949	8801.375143332532	15458.599393037466
Prolactin signaling pathway	70	KEGG	7088.2990414045635	5007.614449890525	6398.517850562264	5090.735150157501	6769.949410142519
Propanoate metabolism	32	KEGG	9058.46243909385	8469.74533715394	8477.386187139546	8984.729195237307	10305.606665252111
Prostate cancer	97	KEGG	8259.02013549581	8776.171208244383	6084.105068303297	8383.579050564142	11002.725745445654
Proteasome	45	KEGG	3342.8979856133137	2910.330286825925	3791.5292640897464	2542.28503909178	2717.6463184912864
Protein digestion and absorption	90	KEGG	12216.781878807866	268.9658483429382	9686.932737854571	836.7676420763531	11762.21568896696
Protein export	23	KEGG	4879.520240310713	5884.071216397384	6052.6326766075135	5190.071569878933	4930.698435003624
Protein processing in endoplasmic reticulum	165	KEGG	4309.768884098473	6170.743477462324	5116.611926572805	6263.829818411277	5111.802983402659
Proteoglycans in cancer	203	KEGG	15413.554055773133	4546.514970115256	14507.976614868237	5318.194080036843	12926.003899500698
Proximal tubule bicarbonate reclamation	23	KEGG	13094.038131138883	13028.873394202592	11332.322081980199	6419.52178617847	12330.460726195746
Purine metabolism	175	KEGG	13680.042166921312	13459.120518264952	12389.291440232362	11126.47354080818	12785.03303560335
Pyrimidine metabolism	102	KEGG	12732.558437037007	11019.346556033623	11736.183813365757	10469.717396635942	12089.017976832114
Pyruvate metabolism	39	KEGG	8826.899436533842	6031.241825459621	8899.586548871388	7345.599699326533	7750.390374437963
RIG-I-like receptor signaling pathway	70	KEGG	10259.907334659398	8868.210143474025	10382.198790507946	9339.410861602846	10155.031941839929
RNA degradation	79	KEGG	8651.625313142591	9428.063751370282	10376.071258574228	9648.572193018003	10420.70875631233
RNA polymerase	32	KEGG	10135.774767615772	9688.48064449225	7507.394937945468	9865.105237774724	10968.91757192428
RNA transport	171	KEGG	7945.320703281077	8200.117412188963	7976.175341695594	8840.714540823028	8898.509194399547
Rap1 signaling pathway	206	KEGG	14868.127256408357	11689.994152959118	14774.322321954241	11655.401622489704	14564.21913668156
Ras signaling pathway	232	KEGG	13413.98726812965	7419.091062765122	14986.260601738371	6904.2694410024815	12156.553958268067
Regulation of actin cytoskeleton	208	KEGG	2011.6321434485765	4887.292654074566	2299.174149436126	4953.87230413407	1650.9443316114882
Regulation of lipolysis in adipocytes	54	KEGG	11778.669327584446	7669.239983156521	10427.23000705638	7614.502267362202	8753.96022988893
Relaxin signaling pathway	130	KEGG	9488.940526995882	5829.628193655672	10634.298070591862	6615.192589190569	10444.379574854644
Renal cell carcinoma	69	KEGG	11076.630938887349	5642.206465379865	9630.66978551871	6585.8738748808555	8382.893779458045
Renin secretion	65	KEGG	1179.0221314268613	1063.778364238289	7880.914055458143	1810.5927049358295	4351.530616716305
Renin-angiotensin system	23	KEGG	15096.758213348672	10209.042508127295	15253.829543198612	14205.10637871702	13026.56306215994
Retinol metabolism	65	KEGG	12677.231571662582	13611.685855228057	13216.070437361997	12891.119604410174	13586.51510779733
Retrograde endocannabinoid signaling	148	KEGG	2027.4019628793094	4054.8327059040257	2013.1093664367768	2366.9202113916904	1861.1320471966667
Rheumatoid arthritis	90	KEGG	2300.8180377136086	2053.6972972478825	1997.5317618236452	3419.8733924064313	1194.5373195207096
Riboflavin metabolism	8	KEGG	8917.772828582498	6761.889165334956	9262.652415034194	8012.22696163697	8043.078620244959
Ribosome	154	KEGG	105.69537251014339	196.24126352578327	98.9085308799803	160.8957786372456	109.229278354545
Ribosome biogenesis in eukaryotes	103	KEGG	8382.093252957127	9663.171606993501	8407.24813403015	9199.301451911539	10558.403105544881
SNARE interactions in vesicular transport	34	KEGG	11167.069245845372	10251.224287400635	12091.412714840902	9611.32030303833	10189.79865329606
Salivary secretion	90	KEGG	3980.9001831460273	1079.8148317380192	12237.566357078274	1250.596957731409	5912.044234297284
Salmonella infection	86	KEGG	2049.9485159173446	1494.8098283656236	2421.006807528877	1519.0940087186193	2011.5004777434935
Selenocompound metabolism	17	KEGG	12526.239998067647	12398.230431650081	12588.94930668763	11916.06227362566	12584.504637882073
Serotonergic synapse	113	KEGG	4030.2452534378	2630.958698424885	7369.727981638115	2116.6553977589556	6877.373124139925
Shigellosis	65	KEGG	11056.326812721885	5927.606000888011	10868.163683548491	5264.914812361427	9967.616952453634
Signaling pathways regulating pluripotency of stem cells	139	KEGG	15456.394894498073	12073.324578433323	15570.50050652077	9124.562797879715	17535.465733845245
Small cell lung cancer	93	KEGG	12356.627775178014	10144.053562816212	12487.26436281635	13544.636077224479	13274.970768437255
Sphingolipid metabolism	47	KEGG	10249.088783952848	12069.805950095262	10786.966138204327	11681.90075114702	11875.770674679692
Sphingolipid signaling pathway	118	KEGG	13928.750711603783	10303.993308912863	12163.520280297087	9848.974268664188	12790.545079309482
Spliceosome	134	KEGG	8398.514336590806	8862.937680874798	7480.296298910376	5954.123495741442	7703.40031255919
Staphylococcus aureus infection	56	KEGG	3797.755591980403	10884.839172933036	1853.0165278663426	3146.765163537987	637.2202761908845
Starch and sucrose metabolism	36	KEGG	10007.979166047242	5413.768758545023	10883.481399381892	6355.81437566692	8913.504683103927
Steroid biosynthesis	19	KEGG	7189.8690169528945	11678.555589294663	9015.247944648396	12490.149575793843	10301.411601909347
Steroid hormone biosynthesis	59	KEGG	14023.448633870326	14303.276814451085	14275.060344912443	13783.73477548862	13912.777991864612
Sulfur metabolism	10	KEGG	6330.878707977053	6399.420602490438	6759.731796709101	7931.156420791354	6691.518255865333
Sulfur relay system	8	KEGG	8210.21797214798	9102.541278728844	8029.125979241512	8870.254742386864	7566.470045615637
Synaptic vesicle cycle	63	KEGG	2324.1942282611426	2387.5848265998966	2057.1869974997153	2805.335992432751	2354.2720729349194
Synthesis and degradation of ketone bodies	10	KEGG	8730.947688985085	8999.485531454831	9008.75613242952	9675.647151369169	8873.96960884186
Systemic lupus erythematosus	133	KEGG	1135.662548441027	635.0521134429164	1290.2783067645605	370.8951599992624	857.1095574561006
T cell receptor signaling pathway	103	KEGG	13909.972064594356	15183.958211172183	14202.248318993914	14176.412266656878	11149.222505528429
TGF-beta signaling pathway	84	KEGG	8168.540729732922	8025.447326816274	7246.258739115911	8468.173126031437	9766.899234305505
TNF signaling pathway	108	KEGG	14395.619502758229	13172.933103557114	13514.616952786762	13659.204070841855	13486.946696070489
Taste transduction	83	KEGG	15837.981197974173	15620.416744504168	15727.472011289861	15435.094152472197	16192.615001513454
Taurine and hypotaurine metabolism	11	KEGG	12187.470517882599	13156.608688459226	11929.98996853334	11995.820597199727	11471.480166461623
Terpenoid backbone biosynthesis	22	KEGG	9014.492043224842	8666.455511654218	8908.228426167858	9912.159429672556	8907.269725358712
Th1 and Th2 cell differentiation	92	KEGG	13510.320379532504	7728.828196859382	12813.613137603515	5658.796201125825	10551.264635040245
Th17 cell differentiation	107	KEGG	11242.646003917123	6527.884296933383	11812.341662346409	5698.88092473574	9040.550721447304
Thermogenesis	229	KEGG	3139.22949619777	5535.724422127295	2660.225717502854	6074.642294092052	3183.191670958184
Thiamine metabolism	16	KEGG	6800.011734263713	9336.71644171302	7959.9129333731025	10883.880866223506	7091.573830686285
Thyroid cancer	37	KEGG	6168.510401108767	4428.057963556798	4693.5642453609125	4956.3413257033	2382.0765668824106
Thyroid hormone signaling pathway	116	KEGG	10642.216245311358	6863.462372110609	11840.088671501084	8601.88175097332	10807.419762588708
Thyroid hormone synthesis	74	KEGG	1036.7214764911419	1317.9313469842177	1108.3904052075363	1937.9621740976902	1110.3413295363891
Tight junction	170	KEGG	1113.6209684175947	2139.442801402287	2443.4397444104866	1788.4054501495175	1182.5853987117662
Toll-like receptor signaling pathway	104	KEGG	11303.045714227053	8992.111259732019	10489.2689455787	9575.377517284487	9673.701338609715
Toxoplasmosis	113	KEGG	12646.96121750084	9592.95958825779	11469.624853346084	10022.698375330714	7000.4418482543715
Transcriptional misregulation in cancer	186	KEGG	5541.1894989965485	3652.8775738471863	5497.997895823677	4638.107085038139	5762.665114769712
Tryptophan metabolism	40	KEGG	6428.808042499807	2863.9661412529185	5525.4276223859315	3392.1171102468425	5604.557913479719
Tuberculosis	179	KEGG	5759.678013294929	3560.9682292518114	3448.821888144839	3674.509915089377	1491.6144808201077
Type I diabetes mellitus	43	KEGG	644.6255706254507	746.9107733999562	679.4661109415571	380.3108580413381	687.7169661117953
Type II diabetes mellitus	46	KEGG	12775.38224967863	9996.683402080105	13135.438105618592	11808.04851205075	11955.8259893156
Tyrosine metabolism	36	KEGG	5849.97851428979	4612.762242181163	6648.351639058711	1966.1555521555008	7649.178911521814
Ubiquinone and other terpenoid-quinone biosynthesis	11	KEGG	11358.633463985589	10540.447578644156	11449.446068710968	10644.471477153362	10533.254772582923
Ubiquitin mediated proteolysis	137	KEGG	9890.961104912461	9744.695035173152	11446.419324692906	9531.873633927931	10665.892549911872
VEGF signaling pathway	59	KEGG	12261.060662176955	8110.590537659326	12497.378602973835	8134.8507054116835	12959.519580584705
Valine, leucine and isoleucine biosynthesis	4	KEGG	7582.824977083574	10776.932146153105	8138.655281131481	10455.122091791689	9660.328839949874
Valine, leucine and isoleucine degradation	48	KEGG	8362.738406267796	9368.16771540389	7801.4292407724	11079.863663737438	8855.060075665127
Vascular smooth muscle contraction	121	KEGG	1277.809456989993	1314.51288840959	1345.780015599256	1339.9681671329215	1235.5888188374681
Vasopressin-regulated water reabsorption	44	KEGG	3557.42187038334	1983.3928132064289	3036.6251997338486	1290.2916251888337	4453.999385844334
Vibrio cholerae infection	50	KEGG	2075.663143390243	3738.4359645480426	1860.9582657253638	3604.9010235792707	1666.7156709833882
Viral carcinogenesis	201	KEGG	3023.5246797359196	4141.528726937837	3277.867514386259	2594.32095917752	3281.4071972328547
Viral myocarditis	59	KEGG	1842.9237099628692	1162.2444233176457	3620.276212453474	349.0520807100787	847.9319343809777
Vitamin B6 metabolism	6	KEGG	7458.569035030226	11518.809300537423	8361.033024998776	11613.746653716827	8837.768018096582
Vitamin digestion and absorption	24	KEGG	11379.394775618288	13033.861695808846	11320.297851104773	12514.243341341014	12035.293048591935
Wnt signaling pathway	143	KEGG	13238.12572324983	7658.12936772554	13454.928372092738	13109.081456060498	15028.62822678115
alpha-Linolenic acid metabolism	25	KEGG	13001.654197825557	12502.77318129188	12788.508396102086	12882.589040966204	12686.735815230299
beta-Alanine metabolism	31	KEGG	5069.704562629022	3293.4560480811815	5494.750237235083	3547.471656733518	5558.9580788937665
cAMP signaling pathway	198	KEGG	4164.696324905175	1633.2237727286738	4036.735072100796	1371.324226263883	2597.7765896114342
cGMP-PKG signaling pathway	163	KEGG	2206.278115535431	2328.4253251638643	4791.071863526524	3212.660064164328	2219.6065250471765
mRNA surveillance pathway	91	KEGG	9983.549799460981	9204.559008210928	11405.956962396034	9585.525155491432	11043.134623806201
mTOR signaling pathway	151	KEGG	13806.706917358086	11301.171642675592	13861.190269655395	11781.58143928025	14056.43006233571
p53 signaling pathway	68	KEGG	15439.911316495109	12836.451489526542	15567.82342039065	12667.092998463499	13905.598033525284
