	TCGA-AX-A1CI	TCGA-BK-A0CB	TCGA-AX-A1CF	TCGA-BK-A13C	TCGA-AX-A1CK
Primary immunodeficiency	-0.26509711814382236	-0.28412069762796893	-0.3539755618284364	-0.26313634073636033	-0.5895621587027806
Prion diseases	-3.052166119208679	-3.1493431151080227	-2.809241303718661	-3.6321792350515856	-3.1948039785996754
Progesterone-mediated oocyte maturation	-1.533726538183335	-2.427840657182478	-1.4772862402618652	-2.4696097567794166	-1.9647810687813323
Prolactin signaling pathway	-1.5778837790538338	-3.0523136087056257	-1.417183240452222	-2.922510940361212	-1.7183887554622048
Propanoate metabolism	-2.439247632351773	-2.3648353482219124	-2.160340554351758	-2.32853790107935	-2.3059384434126295
Prostate cancer	-5.6974254522286785	-6.246383576886814	-4.891726183262795	-6.380240517029146	-4.9495057846638835
Proteasome	-10.351989822186367	-11.246809373448	-10.186129068635209	-11.48596630600491	-11.17374192605144
Protein digestion and absorption	-0.19231231030127266	-0.8095803006340546	-0.24206380075993983	-1.1329698442845135	-0.2144138015616663
Protein export	-4.71761890858859	-4.197451559100746	-4.412243537204654	-4.692232214387023	-4.8191590908672755
Protein processing in endoplasmic reticulum	-19.9445970040518	-20.28901758407717	-17.721908694392507	-20.663782841765563	-19.066251353934057
Proteoglycans in cancer	-7.917293445480288	-11.362810556320984	-7.531118832848939	-12.138363393744422	-7.218948015053959
Proximal tubule bicarbonate reclamation	-0.7437316984847052	-0.8487976875395268	-0.8430681461078517	-0.8248213185094792	-0.8067666785405574
Purine metabolism	-3.6551796103175915	-4.189041641548783	-3.912331368390205	-4.926243322285138	-3.8263917252759834
Pyrimidine metabolism	-4.515339171125555	-4.631534361027984	-4.896569668300739	-5.015416429341914	-4.791662945794198
Pyruvate metabolism	-2.101953680090205	-2.173161006683858	-2.146046216047085	-2.258672185391119	-2.1798335616589806
RIG-I-like receptor signaling pathway	-0.4007693039793979	-0.6277758121011018	-0.4825817572352463	-0.5982327244104786	-0.5859980746634439
RNA degradation	-5.4080488048057616	-5.214335371643907	-5.283001773273063	-5.355734156632921	-5.342541285594774
RNA polymerase	-3.4345032554464043	-3.4901813049063697	-3.8896554970096187	-3.6367462160264568	-3.036034603662421
RNA transport	-11.154424913705606	-10.19813423357452	-11.2399139188632	-10.966850590445244	-11.111260617158893
Rap1 signaling pathway	-2.7484434667174744	-3.9598717532042143	-2.9751950168246437	-5.250415443564941	-2.409954297627768
Ras signaling pathway	-1.3592572167646364	-2.9728660977150843	-1.4327931365119917	-3.6235291711497037	-1.235217478648315
Regulation of actin cytoskeleton	-5.1348564959069956	-7.875442964875362	-4.851276297224131	-8.870445813629598	-5.71558983131142
Regulation of lipolysis in adipocytes	-0.6187448524522393	-1.4019400624706297	-0.5792853686533492	-1.448054569475222	-0.6871805377848313
Relaxin signaling pathway	-2.4393451128284767	-6.342659179948665	-2.5564680578325865	-6.667588473975011	-2.5458235585677063
Renal cell carcinoma	-6.587229683555869	-8.318748837650132	-6.048344608083649	-8.333105849427277	-6.522329793120344
Renin secretion	-0.6423042343564656	-1.285905593841428	-0.6931755396470776	-1.4270148669902345	-0.6678735408356156
Renin-angiotensin system	-0.22981388105479153	-0.2787629532807438	-0.2448929509433957	-0.5849482339684637	-0.23951523738950545
Retinol metabolism	-0.04502825519825292	-0.019306509757751573	-0.04688228269939793	-0.0430798793862332	-0.006077729329675769
Retrograde endocannabinoid signaling	-2.401081427402072	-3.4653000637434475	-2.51760629383376	-3.6247319055021867	-2.71641644597995
Rheumatoid arthritis	-1.4999631479739828	-1.6421064532009206	-1.344157642941323	-2.082373496314293	-3.0022001227173423
Riboflavin metabolism	-0.9634669772676419	-1.2159777511346723	-1.0356224936740848	-1.2646706539876928	-1.2300469043029387
Ribosome	-66.3198182293894	-56.52514636114757	-70.27009691978442	-60.56132810056395	-66.93663840841685
Ribosome biogenesis in eukaryotes	-5.426870750192564	-4.123665122795154	-5.403962833186521	-4.927684361975542	-4.979543386787738
SNARE interactions in vesicular transport	-2.5502375802094512	-3.196467784571379	-2.5048174009746025	-3.048110758383659	-2.799845613445348
Salivary secretion	-0.3690261037293824	-0.49161098410638576	-0.37453297196440444	-0.505997796477988	-0.35932557183000974
Salmonella infection	-5.008216391663961	-5.825874318856327	-4.930449791558839	-6.087968252441695	-5.374782613127139
Selenocompound metabolism	-0.943174250896249	-1.0102360781243034	-0.9232044520614144	-1.1010070609043014	-0.8718589546193337
Serotonergic synapse	-0.20815258600347034	-0.448584417506805	-0.2077070136717276	-0.39604929557707985	-0.15094919886170682
Shigellosis	-6.431172623552428	-9.089034604235412	-6.919311073699167	-9.61707444723755	-7.455674303184749
Signaling pathways regulating pluripotency of stem cells	-1.0234603334315147	-1.1664883801434984	-0.9758919782040058	-1.433009638539852	-0.7501888981043492
Small cell lung cancer	-3.848421497762695	-5.031780602910172	-3.936165521547571	-4.617268132695761	-4.289415342086504
Sphingolipid metabolism	-1.4954530064882094	-0.994184440974145	-1.4010768173499852	-0.8424301174402554	-1.3606258279037862
Sphingolipid signaling pathway	-4.879568901906342	-6.080638763258405	-4.742908341433997	-6.862308410440916	-4.9634016230666305
Spliceosome	-18.163731887540557	-16.664652007963525	-18.876621852574626	-18.598008645228298	-17.1783316513633
Staphylococcus aureus infection	-1.9060980079453023	-1.7452739234831045	-2.3185309997601293	-2.4507768766654454	-5.077166535972743
Starch and sucrose metabolism	-0.5169905366667276	-0.6936586321271709	-0.48932891545730506	-0.5277875816541503	-0.6434329486616892
Steroid biosynthesis	-1.0534082131212505	-0.5471835531362459	-0.9828655598484248	-0.5690140568355205	-1.0486345660124268
Steroid hormone biosynthesis	-0.022050003657009935	-0.01599906074590094	-0.021725719658900407	-0.031207485312981276	-0.007851058241063623
Sulfur metabolism	-1.5866890933819127	-1.5942685028460346	-1.5713026509227361	-1.5698891194281452	-1.769405930883805
Sulfur relay system	-1.1092476132492755	-1.0624982859750576	-1.370797351881743	-1.0599425552027484	-1.1880634024880203
Synaptic vesicle cycle	-1.7506763422615808	-1.8472916659322678	-1.4483660576714201	-1.86920108661599	-1.5533824702150105
Synthesis and degradation of ketone bodies	-0.6544188454849432	-0.5856048289523729	-0.6508727242662798	-0.5966580340746725	-0.5107924506397554
Systemic lupus erythematosus	-0.6914629450757352	-0.40910779164599936	-0.7491947450968428	-0.7412709776122122	-1.6950196626122096
T cell receptor signaling pathway	-1.8613575860537386	-2.1660367545277137	-1.9243774337388515	-2.455480685368799	-3.025093517340996
TGF-beta signaling pathway	-1.7837556142218056	-3.132071177828808	-1.7191212082461136	-3.412409277540869	-1.2651939784267205
TNF signaling pathway	-3.0260037030737443	-4.977351690441068	-3.1412819447236577	-3.671626077528051	-4.05620892994463
Taste transduction	-0.00749230566739504	-0.0003604226686537706	-0.003494119439443677	-0.0011134169068671	-0.03340589990689387
Taurine and hypotaurine metabolism	-0.17671998429498154	-0.11649194010072086	-0.19139775275874954	-0.1004176909001141	-0.17445924830997636
Terpenoid backbone biosynthesis	-1.7339973108277527	-1.815631739899587	-1.79612010030466	-1.7796533177811749	-1.6244997656886135
Th1 and Th2 cell differentiation	-2.006463681246638	-2.6274886059029456	-2.0760844005719603	-3.394612578209595	-3.673990324533046
Th17 cell differentiation	-2.587164322239247	-2.822878355533655	-2.60482910551662	-3.500402560676904	-4.376707881997522
Thermogenesis	-13.274128317501951	-15.768932727684524	-14.20645967251155	-16.21337171225784	-14.24955360014866
Thiamine metabolism	-0.6258492391906386	-0.37658806939188055	-0.5032462705475572	-0.3269699200582415	-0.8056620478407227
Thyroid cancer	-4.928949398886255	-3.863581407665552	-4.854059107931504	-3.9015019392026247	-4.689502842159358
Thyroid hormone signaling pathway	-5.603237402699633	-8.09012938534746	-5.147236777778452	-8.197010681673095	-4.46166742101985
Thyroid hormone synthesis	-0.8576136867665172	-0.9286665369027058	-0.8334345977501899	-1.2533580175902805	-0.9218408560917163
Tight junction	-5.744309506387892	-4.83144080627294	-5.6701753457771185	-4.540031786348636	-5.382575126082331
Toll-like receptor signaling pathway	-0.6384438656851845	-1.0400833041784052	-0.6839787272093796	-0.9384358107415278	-0.8474071607120692
Toxoplasmosis	-4.3929103193758845	-5.285330438095337	-4.6124737090895085	-5.864873356498823	-6.157214913926848
Transcriptional misregulation in cancer	-2.108580500095034	-3.014232876575109	-2.1854889752311673	-3.1468862659059367	-2.1064032749128105
Tryptophan metabolism	-0.948938289629762	-1.0173565188537474	-0.899868042225027	-1.3678141304844915	-0.8267111795932184
Tuberculosis	-2.750269946299476	-3.488331721704171	-3.035606057363805	-4.080266968130428	-4.258286287658073
Type I diabetes mellitus	-1.9351671325940558	-1.1973911117508278	-1.92467611449405	-2.3877035921598795	-4.081722291996917
Type II diabetes mellitus	-0.3075715398928828	-0.33997776517342276	-0.29973103311656035	-0.3958961738453883	-0.33395158136181197
Tyrosine metabolism	-0.6726210525983687	-0.2853508460993972	-0.6200184762740306	-0.519930384172423	-0.4312688854524377
Ubiquinone and other terpenoid-quinone biosynthesis	-0.7541995392120897	-0.9732878180213789	-0.7168873305402538	-0.8769340625031633	-0.7657601359999762
Ubiquitin mediated proteolysis	-8.395331534971618	-9.355805234247098	-7.62939545684902	-8.81300747377726	-8.725948936747042
VEGF signaling pathway	-2.295566251484906	-4.026001002948581	-2.289042557869153	-4.060937283895354	-2.4931814629555427
Valine, leucine and isoleucine biosynthesis	-0.555034114190018	-0.3475937509276375	-0.5854505687174109	-0.36329777272237995	-0.5165186603377969
Valine, leucine and isoleucine degradation	-3.8214747139296628	-3.264038527061828	-3.9006533961634284	-3.238697785452018	-3.3188203366043014
Vascular smooth muscle contraction	-1.5803219465310123	-4.092218256825508	-1.6775828582233612	-4.459766081902454	-1.4844448526096001
Vasopressin-regulated water reabsorption	-3.579243101270157	-4.49801184869734	-2.965584111158504	-4.5839678500472765	-3.041049266076343
Vibrio cholerae infection	-5.222857134689883	-4.736576263524577	-4.647568337508043	-5.239217864005826	-5.545874702195207
Viral carcinogenesis	-6.747516462655677	-7.522934945832529	-6.555210896722887	-6.887649031326119	-7.042213856620769
Viral myocarditis	-5.064891564454071	-5.100188843772008	-5.050912538183315	-6.577796900106398	-7.7893976863246275
Vitamin B6 metabolism	-0.9260355789356435	-0.4621377500746217	-0.850784898439813	-0.46920514112538003	-0.6804179206661235
Vitamin digestion and absorption	-0.19011821811264568	-0.12218512733970796	-0.1962054257670767	-0.08488837388217303	-0.12865949305835117
Wnt signaling pathway	-2.473278723346038	-2.7794571636387593	-2.3449084666638	-3.40728191192706	-1.8045083409031673
alpha-Linolenic acid metabolism	-0.03209435011999139	-0.05671980190473134	-0.0446151993969465	-0.03417519699559739	-0.03916630508359529
beta-Alanine metabolism	-1.4843583741257755	-1.0765553396996133	-1.4681108574924011	-1.097124860426759	-1.330920279411803
cAMP signaling pathway	-0.7465232920804323	-1.3886777017091645	-0.6766264812314399	-1.522983245976244	-0.7058701207272697
cGMP-PKG signaling pathway	-1.908395045130984	-4.913055401888444	-1.9822191474714064	-5.647391374664321	-1.8620231559207585
mRNA surveillance pathway	-5.3966635940566805	-5.246605531732331	-5.153005513464388	-5.465497987502519	-5.253205271881266
mTOR signaling pathway	-4.432644392750657	-4.58755995621069	-4.1462100645281925	-5.1945587510098985	-4.358518311235918
p53 signaling pathway	-2.9109377013060302	-2.16179445011602	-2.708064821213346	-2.0365540176134864	-3.667973029465168
